Ticker,Start Date,End Date,Investment,Total Profit,Percentage Return
AMZN,2018-01-01,2018-12-31,77.51699829101562,0.32849884033203125,0.42377652331012017
AMZN,2019-01-01,2019-12-31,275.5690002441406,0.9634933471679688,0.349637784480243
AMZN,2020-01-01,2020-12-31,1698.224998474121,345.2479934692383,20.3299323575762
AMZN,2021-01-01,2021-12-31,0.0,0.0,0.0
AMZN,2022-01-01,2022-12-31,281.43499755859375,-45.46649932861328,-16.155240010314394
AMZN,2023-01-01,2023-12-31,0.0,0.0,0.0
TSLA,2014-01-01,2014-12-31,62.09000015258789,3.888002395629883,6.261881762079255
TSLA,2015-01-01,2015-12-31,49.207332611083984,-2.8533334732055664,-5.798594074905924
TSLA,2016-01-01,2016-12-31,76.39799976348877,-6.999332427978516,-9.161669742201227
TSLA,2017-01-01,2017-12-31,111.06666374206543,9.851333618164062,8.869748389167617
TSLA,2018-01-01,2018-12-31,23.0,-4.8813323974609375,-21.223184336786684
TSLA,2019-01-01,2019-12-31,0.0,0.0,0.0
TSLA,2020-01-01,2020-12-31,24.979999542236328,25.279335021972656,101.19830058135193
TSLA,2021-01-01,2021-12-31,1594.1600189208984,219.95664978027344,13.79765187745482
TSLA,2022-01-01,2022-12-31,363.1266784667969,-123.42001342773438,-33.98814263629476
TSLA,2023-01-01,2023-12-31,959.0999908447266,-52.069976806640625,-5.429045699477072
META,2014-01-01,2014-12-31,410.3900032043457,38.97998046875,9.498277288528561
META,2015-01-01,2015-12-31,257.9699935913086,20.339996337890625,7.884636524864383
META,2016-01-01,2016-12-31,112.11000061035156,2.1699981689453125,1.935597321497961
META,2017-01-01,2017-12-31,0.0,0.0,0.0
META,2018-01-01,2018-12-31,387.9100036621094,-38.510009765625,-9.927562940389983
META,2019-01-01,2019-12-31,1051.2999877929688,102.60003662109375,9.759349168878584
META,2020-01-01,2020-12-31,779.3200073242188,47.92999267578125,6.150232539306673
META,2021-01-01,2021-12-31,2017.8199768066406,28.960052490234375,1.4352148766048962
META,2022-01-01,2022-12-31,361.6300048828125,3.899993896484375,1.0784486474644663
META,2023-01-01,2023-12-31,0.0,0.0,0.0
NVDA,2014-01-01,2014-12-31,25.788263689358775,0.03388463370030603,0.13139556081973883
NVDA,2015-01-01,2015-12-31,10.487012188958069,-0.21933106713189776,-2.0914542977535078
NVDA,2016-01-01,2016-12-31,0.0,0.0,0.0
NVDA,2017-01-01,2017-12-31,0.0,0.0,0.0
NVDA,2018-01-01,2018-12-31,134.1118037493511,-13.635744789390188,-10.167445674561785
NVDA,2019-01-01,2019-12-31,91.24098603064714,-8.61491791541276,-9.441938639855422
NVDA,2020-01-01,2020-12-31,50.32798165502835,15.360540683838835,30.520875621691335
NVDA,2021-01-01,2021-12-31,992.6540873415304,241.4511372678446,24.32379419445955
NVDA,2022-01-01,2022-12-31,0.0,0.0,0.0
NVDA,2023-01-01,2023-12-31,0.0,0.0,0.0
BK,2014-01-01,2014-12-31,0.0,0.0,0.0
BK,2015-01-01,2015-12-31,135.52046253875403,6.43883082672447,4.751187168419819
BK,2016-01-01,2016-12-31,159.63607787800126,5.897750857350321,3.694497469336199
BK,2017-01-01,2017-12-31,252.65642283429162,10.572062273130229,4.184363157893702
BK,2018-01-01,2018-12-31,48.63419394338523,-2.2082982524672587,-4.540628873253097
BK,2019-01-01,2019-12-31,121.02574112868624,8.636650533911428,7.13620958100815
BK,2020-01-01,2020-12-31,96.1066287973681,8.246127702876038,8.58018620158057
BK,2021-01-01,2021-12-31,232.83056812461462,12.173814962543595,5.228615409308273
BK,2022-01-01,2022-12-31,0.0,0.0,0.0
BK,2023-01-01,2023-12-31,0.0,0.0,0.0
MA,2014-01-01,2014-12-31,0.0,0.0,0.0
MA,2015-01-01,2015-12-31,532.7433154298254,15.610078124862028,2.930131204418319
MA,2016-01-01,2016-12-31,468.8915001823829,16.78443365550767,3.5795986169463707
MA,2017-01-01,2017-12-31,0.0,0.0,0.0
MA,2018-01-01,2018-12-31,368.8405768160603,38.038359951517776,10.312954252451295
MA,2019-01-01,2019-12-31,1298.1175059818231,55.16374401817677,4.249518534645599
MA,2020-01-01,2020-12-31,0.0,0.0,0.0
MA,2021-01-01,2021-12-31,1091.1670456774596,-5.244865501678248,-0.4806656801500024
MA,2022-01-01,2022-12-31,1040.3812806354088,-124.0372254596275,-11.922285393665701
MA,2023-01-01,2023-12-31,0.0,0.0,0.0
AMD,2014-01-01,2014-12-31,35.6700005531311,0.029999494552612305,0.08410287100480282
AMD,2015-01-01,2015-12-31,5.460000038146973,-0.8000001907348633,-14.65201804295901
AMD,2016-01-01,2016-12-31,44.40999937057495,8.950001239776611,20.153121744258968
AMD,2017-01-01,2017-12-31,48.90999984741211,2.8000001907348633,5.724801062094084
AMD,2018-01-01,2018-12-31,109.82999897003174,-10.330000877380371,-9.40544566534961
AMD,2019-01-01,2019-12-31,179.05000114440918,12.349996566772461,6.897512699154813
AMD,2020-01-01,2020-12-31,696.0200080871582,165.69001388549805,23.805352139352543
AMD,2021-01-01,2021-12-31,209.75,3.149993896484375,1.5017849327696664
AMD,2022-01-01,2022-12-31,84.16999816894531,-4.819999694824219,-5.726505642960281
AMD,2023-01-01,2023-12-31,522.3099975585938,5.779991149902344,1.1066208146348824
